measure_date,relative_hour,value
2026-06-04 14:40:00,114.667,40000.0
2026-06-04 14:45:00,114.75,40000.0
2026-06-04 14:50:00,114.833,40000.0
2026-06-04 14:55:00,114.917,40000.0
2026-06-04 15:00:00,115.0,40000.0
2026-06-04 15:05:00,115.083,40000.0
2026-06-04 15:10:00,115.167,40000.0
2026-06-04 15:15:00,115.25,40000.0
2026-06-04 15:20:00,115.333,40000.0
2026-06-04 15:25:00,115.417,40000.0
2026-06-04 15:30:00,115.5,40000.0
2026-06-04 15:35:00,115.583,40000.0
2026-06-04 15:40:00,115.667,40000.0
2026-06-04 15:45:00,115.75,40000.0
2026-06-04 15:50:00,115.833,40000.0
2026-06-04 15:55:00,115.917,40000.0
2026-06-04 16:00:00,116.0,40000.0
2026-06-04 16:05:00,116.083,40000.0
2026-06-04 16:10:00,116.167,40000.0
2026-06-04 16:15:00,116.25,40000.0
2026-06-04 16:20:00,116.333,40000.0
2026-06-04 16:25:00,116.417,40000.0
2026-06-04 16:30:00,116.5,40000.0
2026-06-04 16:35:00,116.583,40000.0
2026-06-04 16:40:00,116.667,40000.0
2026-06-04 16:45:00,116.75,40000.0
2026-06-04 16:50:00,116.833,40000.0
2026-06-04 16:55:00,116.917,40000.0
2026-06-04 17:00:00,117.0,40000.0
2026-06-04 17:05:00,117.083,40000.0
2026-06-04 17:10:00,117.167,40000.0
2026-06-04 17:15:00,117.25,40000.0
2026-06-04 17:20:00,117.333,40000.0
2026-06-04 17:25:00,117.417,40000.0
2026-06-04 17:30:00,117.5,40000.0
2026-06-04 17:35:00,117.583,40000.0
2026-06-04 17:40:00,117.667,40000.0
2026-06-04 17:45:00,117.75,40000.0
2026-06-04 17:50:00,117.833,40000.0
2026-06-04 17:55:00,117.917,40000.0
2026-06-04 18:00:00,118.0,40000.0
2026-06-04 18:05:00,118.083,40000.0
2026-06-04 18:10:00,118.167,40000.0
2026-06-04 18:15:00,118.25,40000.0
2026-06-04 18:20:00,118.333,40000.0
2026-06-04 18:25:00,118.417,40000.0
2026-06-04 18:30:00,118.5,40000.0
2026-06-04 18:35:00,118.583,40000.0
2026-06-04 18:40:00,118.667,40000.0
2026-06-04 18:45:00,118.75,40000.0
2026-06-04 18:50:00,118.833,40000.0
2026-06-04 18:55:00,118.917,40000.0
2026-06-04 19:00:00,119.0,40000.0
2026-06-04 19:05:00,119.083,40000.0
2026-06-04 19:10:00,119.167,40000.0
2026-06-04 19:15:00,119.25,40000.0
2026-06-04 19:20:00,119.333,40000.0
2026-06-04 19:25:00,119.417,40000.0
2026-06-04 19:30:00,119.5,40000.0
2026-06-04 19:35:00,119.583,40000.0
2026-06-04 19:40:00,119.667,40000.0
2026-06-04 19:45:00,119.75,40000.0
2026-06-04 19:50:00,119.833,40000.0
2026-06-04 19:55:00,119.917,40000.0
2026-06-04 20:00:00,120.0,40000.0
2026-06-04 20:05:00,120.083,40000.0
2026-06-04 20:10:00,120.167,40000.0
2026-06-04 20:15:00,120.25,40000.0
2026-06-04 20:20:00,120.333,40000.0
2026-06-04 20:25:00,120.417,40000.0
2026-06-04 20:30:00,120.5,40000.0
2026-06-04 20:35:00,120.583,40000.0
2026-06-04 20:40:00,120.667,40000.0
2026-06-04 20:45:00,120.75,40000.0
2026-06-04 20:50:00,120.833,40000.0
2026-06-04 20:55:00,120.917,40000.0
2026-06-04 21:00:00,121.0,40000.0
2026-06-04 21:05:00,121.083,40000.0
2026-06-04 21:10:00,121.167,40000.0
2026-06-04 21:15:00,121.25,40000.0
2026-06-04 21:20:00,121.333,40000.0
2026-06-04 21:25:00,121.417,40000.0
2026-06-04 21:30:00,121.5,40000.0
2026-06-04 21:35:00,121.583,40000.0
2026-06-04 21:40:00,121.667,40000.0
2026-06-04 21:45:00,121.75,40000.0
2026-06-04 21:50:00,121.833,40000.0
2026-06-04 21:55:00,121.917,40000.0
2026-06-04 22:00:00,122.0,40000.0
2026-06-04 22:05:00,122.083,40000.0
2026-06-04 22:10:00,122.167,40000.0
2026-06-04 22:15:00,122.25,40000.0
2026-06-04 22:20:00,122.333,40000.0
2026-06-04 22:25:00,122.417,40000.0
2026-06-04 22:30:00,122.5,40000.0
2026-06-04 22:35:00,122.583,40000.0
2026-06-04 22:40:00,122.667,40000.0
2026-06-04 22:45:00,122.75,40000.0
2026-06-04 22:50:00,122.833,40000.0
2026-06-04 22:55:00,122.917,40000.0
2026-06-04 23:00:00,123.0,40000.0
2026-06-04 23:05:00,123.083,40000.0
2026-06-04 23:10:00,123.167,40000.0
2026-06-04 23:15:00,123.25,40000.0
2026-06-04 23:20:00,123.333,40000.0
2026-06-04 23:25:00,123.417,40000.0
2026-06-04 23:30:00,123.5,40000.0
2026-06-04 23:35:00,123.583,40000.0
2026-06-04 23:40:00,123.667,40000.0
2026-06-04 23:45:00,123.75,40000.0
2026-06-04 23:50:00,123.833,37323.95
2026-06-04 23:55:00,123.917,32820.4
2026-06-05 00:00:00,124.0,30235.3
2026-06-05 00:05:00,124.083,28853.85
2026-06-05 00:10:00,124.167,28183.9
2026-06-05 00:15:00,124.25,27838.6
2026-06-05 00:20:00,124.333,27698.3
2026-06-05 00:25:00,124.417,27547.0
2026-06-05 00:30:00,124.5,27529.3
2026-06-05 00:35:00,124.583,27516.1
2026-06-05 00:40:00,124.667,27616.35
2026-06-05 00:45:00,124.75,27611.35
2026-06-05 00:50:00,124.833,27610.4
2026-06-05 00:55:00,124.917,27664.6
2026-06-05 01:00:00,125.0,27697.550000000003
2026-06-05 01:05:00,125.083,27773.3
2026-06-05 01:10:00,125.167,27793.6
2026-06-05 01:15:00,125.25,27853.1
2026-06-05 01:20:00,125.333,27953.6
2026-06-05 01:25:00,125.417,28033.65
2026-06-05 01:30:00,125.5,28110.4
2026-06-05 01:35:00,125.583,28140.050000000003
2026-06-05 01:40:00,125.667,28108.449999999997
2026-06-05 01:45:00,125.75,28178.3
2026-06-05 01:50:00,125.833,28166.5
2026-06-05 01:55:00,125.917,28278.5
2026-06-05 02:00:00,126.0,28305.6
2026-06-05 02:05:00,126.083,28391.6
2026-06-05 02:10:00,126.167,28456.35
2026-06-05 02:15:00,126.25,28487.0
2026-06-05 02:20:00,126.333,28577.4
2026-06-05 02:25:00,126.417,28592.7
2026-06-05 02:30:00,126.5,28647.800000000003
2026-06-05 02:35:00,126.583,28693.7
2026-06-05 02:40:00,126.667,28793.75
2026-06-05 02:45:00,126.75,28823.35
2026-06-05 02:50:00,126.833,28868.5
2026-06-05 02:55:00,126.917,28912.0
2026-06-05 03:00:00,127.0,28989.85
2026-06-05 03:05:00,127.083,29050.1
2026-06-05 03:10:00,127.167,29093.9
2026-06-05 03:15:00,127.25,29143.8
2026-06-05 03:20:00,127.333,29245.1
2026-06-05 03:25:00,127.417,29280.0
2026-06-05 03:30:00,127.5,29348.4
2026-06-05 03:35:00,127.583,29445.8
2026-06-05 03:40:00,127.667,29513.15
2026-06-05 03:45:00,127.75,29598.9
2026-06-05 03:50:00,127.833,29694.25
2026-06-05 03:55:00,127.917,29702.8
2026-06-05 04:00:00,128.0,29767.7
2026-06-05 04:05:00,128.083,29835.1
2026-06-05 04:10:00,128.167,29914.25
2026-06-05 04:15:00,128.25,29973.1
2026-06-05 04:20:00,128.333,29988.7
2026-06-05 04:25:00,128.417,30090.7
2026-06-05 04:30:00,128.5,30165.5
2026-06-05 04:35:00,128.583,30190.8
2026-06-05 04:40:00,128.667,30326.8
2026-06-05 04:45:00,128.75,30355.7
2026-06-05 04:50:00,128.833,30393.35
2026-06-05 04:55:00,128.917,30467.1
2026-06-05 05:00:00,129.0,30497.0
2026-06-05 05:05:00,129.083,30626.6
2026-06-05 05:10:00,129.167,30693.6
2026-06-05 05:15:00,129.25,30759.9
2026-06-05 05:20:00,129.333,30885.800000000003
2026-06-05 05:25:00,129.417,30938.1
2026-06-05 05:30:00,129.5,31038.75
2026-06-05 05:35:00,129.583,31098.4
2026-06-05 05:40:00,129.667,31194.6
2026-06-05 05:45:00,129.75,31197.6
2026-06-05 05:50:00,129.833,31255.2
2026-06-05 05:55:00,129.917,31289.8
2026-06-05 06:00:00,130.0,31385.95
2026-06-05 06:05:00,130.083,31460.9
2026-06-05 06:10:00,130.167,31485.0
2026-06-05 06:15:00,130.25,31623.0
2026-06-05 06:20:00,130.333,31627.8
2026-06-05 06:25:00,130.417,31776.1
2026-06-05 06:30:00,130.5,31802.4
2026-06-05 06:35:00,130.583,31837.75
2026-06-05 06:40:00,130.667,31887.2
2026-06-05 06:45:00,130.75,31935.3
2026-06-05 06:50:00,130.833,31971.9
2026-06-05 06:55:00,130.917,31988.0
2026-06-05 07:00:00,131.0,32121.3
2026-06-05 07:05:00,131.083,32164.0
2026-06-05 07:10:00,131.167,32306.8
2026-06-05 07:15:00,131.25,32361.15
2026-06-05 07:20:00,131.333,32410.4
2026-06-05 07:25:00,131.417,32414.9
2026-06-05 07:30:00,131.5,32507.7
2026-06-05 07:35:00,131.583,32535.2
2026-06-05 07:40:00,131.667,32619.6
2026-06-05 07:45:00,131.75,32680.9
2026-06-05 07:50:00,131.833,32771.7
2026-06-05 07:55:00,131.917,32816.5
2026-06-05 08:00:00,132.0,32862.55
2026-06-05 08:05:00,132.083,32944.6
2026-06-05 08:10:00,132.167,33126.4
2026-06-05 08:15:00,132.25,33160.05
2026-06-05 08:20:00,132.333,33259.9
2026-06-05 08:25:00,132.417,33356.2
2026-06-05 08:30:00,132.5,33396.0
2026-06-05 08:35:00,132.583,33463.7
2026-06-05 08:40:00,132.667,33636.4
2026-06-05 08:45:00,132.75,33731.4
2026-06-05 08:50:00,132.833,33785.1
2026-06-05 08:55:00,132.917,33853.1
2026-06-05 09:00:00,133.0,33967.350000000006
2026-06-05 09:05:00,133.083,34063.8
2026-06-05 09:10:00,133.167,34225.4
2026-06-05 09:15:00,133.25,34286.3
2026-06-05 09:20:00,133.333,34373.8
2026-06-05 09:25:00,133.417,34426.1
2026-06-05 09:30:00,133.5,34545.0
2026-06-05 09:35:00,133.583,34608.2
2026-06-05 09:40:00,133.667,34681.600000000006
2026-06-05 09:45:00,133.75,34714.7
2026-06-05 09:50:00,133.833,34853.6
2026-06-05 09:55:00,133.917,34917.5
2026-06-05 10:00:00,134.0,35028.9
2026-06-05 10:05:00,134.083,35122.1
2026-06-05 10:10:00,134.167,35252.5
2026-06-05 10:15:00,134.25,35315.2
2026-06-05 10:20:00,134.333,35457.8
2026-06-05 10:25:00,134.417,35611.9
2026-06-05 10:30:00,134.5,35684.15
2026-06-05 10:35:00,134.583,35842.4
2026-06-05 10:40:00,134.667,35929.350000000006
2026-06-05 10:45:00,134.75,36027.3
2026-06-05 10:50:00,134.833,36103.8
2026-06-05 10:55:00,134.917,36198.9
2026-06-05 11:00:00,135.0,36401.3
2026-06-05 11:05:00,135.083,36455.7
2026-06-05 11:10:00,135.167,36587.149999999994
2026-06-05 11:15:00,135.25,36690.5
2026-06-05 11:20:00,135.333,36843.3
2026-06-05 11:25:00,135.417,37054.0
2026-06-05 11:30:00,135.5,37217.5
2026-06-05 11:35:00,135.583,37327.5
2026-06-05 11:40:00,135.667,37398.45
2026-06-05 11:45:00,135.75,37543.4
2026-06-05 11:50:00,135.833,37653.8
2026-06-05 11:55:00,135.917,37758.4
2026-06-05 12:00:00,136.0,37882.3
2026-06-05 12:05:00,136.083,37968.7
2026-06-05 12:10:00,136.167,38017.6
2026-06-05 12:15:00,136.25,38176.4
2026-06-05 12:20:00,136.333,38380.65
2026-06-05 12:25:00,136.417,38406.600000000006
2026-06-05 12:30:00,136.5,38669.5
2026-06-05 12:35:00,136.583,38795.2
2026-06-05 12:40:00,136.667,38993.8
2026-06-05 12:45:00,136.75,39116.149999999994
2026-06-05 12:50:00,136.833,39245.9
2026-06-05 12:55:00,136.917,39308.1
2026-06-05 13:00:00,137.0,39461.6
2026-06-05 13:05:00,137.083,39484.649999999994
2026-06-05 13:10:00,137.167,39456.6
2026-06-05 13:15:00,137.25,39505.0
2026-06-05 13:20:00,137.333,39578.899999999994
2026-06-05 13:25:00,137.417,39660.7
2026-06-05 13:30:00,137.5,39738.1
2026-06-05 13:35:00,137.583,39855.7
2026-06-05 13:40:00,137.667,39898.55
2026-06-05 13:45:00,137.75,39956.95
2026-06-05 13:50:00,137.833,40000.0
2026-06-05 13:55:00,137.917,40000.0
2026-06-05 14:00:00,138.0,40000.0
2026-06-05 14:05:00,138.083,40000.0
2026-06-05 14:10:00,138.167,40000.0
2026-06-05 14:15:00,138.25,40000.0
2026-06-05 14:20:00,138.333,40000.0
2026-06-05 14:25:00,138.417,40000.0
2026-06-05 14:30:00,138.5,40000.0
2026-06-05 14:35:00,138.583,40000.0
2026-06-05 14:40:00,138.667,40000.0
2026-06-05 14:45:00,138.75,40000.0
2026-06-05 14:50:00,138.833,40000.0
2026-06-05 14:55:00,138.917,40000.0
2026-06-05 15:00:00,139.0,40000.0
2026-06-05 15:05:00,139.083,40000.0
2026-06-05 15:10:00,139.167,40000.0
2026-06-05 15:15:00,139.25,40000.0
2026-06-05 15:20:00,139.333,40000.0
2026-06-05 15:25:00,139.417,40000.0
2026-06-05 15:30:00,139.5,40000.0
2026-06-05 15:35:00,139.583,40000.0
2026-06-05 15:40:00,139.667,40000.0
2026-06-05 15:45:00,139.75,40000.0
2026-06-05 15:50:00,139.833,40000.0
2026-06-05 15:55:00,139.917,40000.0
2026-06-05 16:00:00,140.0,40000.0
2026-06-05 16:05:00,140.083,40000.0
2026-06-05 16:10:00,140.167,40000.0
2026-06-05 16:15:00,140.25,40000.0
2026-06-05 16:20:00,140.333,40000.0
2026-06-05 16:25:00,140.417,40000.0
2026-06-05 16:30:00,140.5,40000.0
2026-06-05 16:35:00,140.583,40000.0
2026-06-05 16:40:00,140.667,40000.0
2026-06-05 16:45:00,140.75,40000.0
2026-06-05 16:50:00,140.833,40000.0
2026-06-05 16:55:00,140.917,40000.0
2026-06-05 17:00:00,141.0,40000.0
2026-06-05 17:05:00,141.083,40000.0
2026-06-05 17:10:00,141.167,40000.0
2026-06-05 17:15:00,141.25,40000.0
2026-06-05 17:20:00,141.333,40000.0
2026-06-05 17:30:00,141.5,12880.7
2026-06-05 17:35:00,141.583,7662.35
2026-06-05 17:40:00,141.667,5062.8
2026-06-05 17:45:00,141.75,3804.4
2026-06-05 17:50:00,141.833,3122.95
2026-06-05 17:55:00,141.917,2805.7
2026-06-05 18:00:00,142.0,2701.6000000000004
2026-06-05 18:05:00,142.083,2661.5
2026-06-05 18:10:00,142.167,2685.6
2026-06-05 18:15:00,142.25,2745.3
2026-06-05 18:20:00,142.333,2839.45
2026-06-05 18:25:00,142.417,2933.75
2026-06-05 18:30:00,142.5,3060.25
2026-06-05 18:35:00,142.583,3169.5
2026-06-05 18:40:00,142.667,3311.9
2026-06-05 18:45:00,142.75,3447.9
2026-06-05 18:50:00,142.833,3600.7
2026-06-05 18:55:00,142.917,3713.35
2026-06-05 19:00:00,143.0,3866.6
2026-06-05 19:05:00,143.083,4014.6
2026-06-05 19:10:00,143.167,4146.75
2026-06-05 19:15:00,143.25,4335.299999999999
2026-06-05 19:20:00,143.333,4470.75
2026-06-05 19:25:00,143.417,4594.1
2026-06-05 19:30:00,143.5,4711.2
2026-06-05 19:35:00,143.583,4872.8
2026-06-05 19:40:00,143.667,5045.65
2026-06-05 19:45:00,143.75,5157.5
2026-06-05 19:50:00,143.833,5304.2
2026-06-05 19:55:00,143.917,5461.15
2026-06-05 20:00:00,144.0,5588.4
2026-06-05 20:05:00,144.083,5745.85
2026-06-05 20:10:00,144.167,5831.4
2026-06-05 20:15:00,144.25,5986.299999999999
2026-06-05 20:20:00,144.333,6142.05
2026-06-05 20:25:00,144.417,6247.1
2026-06-05 20:30:00,144.5,6441.9
2026-06-05 20:35:00,144.583,6587.0
2026-06-05 20:40:00,144.667,6717.4
2026-06-05 20:45:00,144.75,6843.4
2026-06-05 20:50:00,144.833,6973.9
2026-06-05 20:55:00,144.917,7134.4
2026-06-05 21:00:00,145.0,7276.35
2026-06-05 21:05:00,145.083,7396.2
2026-06-05 21:10:00,145.167,7553.1
2026-06-05 21:15:00,145.25,7668.85
2026-06-05 21:20:00,145.333,7791.5
2026-06-05 21:25:00,145.417,7963.5
2026-06-05 21:30:00,145.5,8060.0
2026-06-05 21:35:00,145.583,8207.15
2026-06-05 21:40:00,145.667,8326.15
2026-06-05 21:45:00,145.75,8548.95
2026-06-05 21:50:00,145.833,8618.6
2026-06-05 21:55:00,145.917,8718.55
2026-06-05 22:00:00,146.0,8919.349999999999
2026-06-05 22:05:00,146.083,9005.2
2026-06-05 22:10:00,146.167,9122.150000000001
2026-06-05 22:15:00,146.25,9309.1
2026-06-05 22:20:00,146.333,9408.6
2026-06-05 22:25:00,146.417,9522.3
2026-06-05 22:30:00,146.5,9652.95
2026-06-05 22:35:00,146.583,9773.4
2026-06-05 22:40:00,146.667,9895.1
2026-06-05 22:45:00,146.75,10031.0
2026-06-05 22:50:00,146.833,10145.05
2026-06-05 22:55:00,146.917,10255.3
2026-06-05 23:00:00,147.0,10323.55
2026-06-05 23:05:00,147.083,10489.4
2026-06-05 23:10:00,147.167,10587.7
2026-06-05 23:15:00,147.25,10702.0
2026-06-05 23:20:00,147.333,10806.95
2026-06-05 23:25:00,147.417,10937.6
2026-06-05 23:30:00,147.5,11024.1
2026-06-05 23:35:00,147.583,11123.75
2026-06-05 23:40:00,147.667,11227.7
2026-06-05 23:45:00,147.75,11372.7
2026-06-05 23:50:00,147.833,11453.0
2026-06-05 23:55:00,147.917,11570.7
2026-06-06 00:00:00,148.0,11672.6
2026-06-06 00:05:00,148.083,11807.8
2026-06-06 00:10:00,148.167,11849.5
2026-06-06 00:15:00,148.25,11979.3
2026-06-06 00:20:00,148.333,12051.0
2026-06-06 00:25:00,148.417,12147.9
2026-06-06 00:30:00,148.5,12246.2
2026-06-06 00:35:00,148.583,12362.2
2026-06-06 00:40:00,148.667,12448.4
2026-06-06 00:45:00,148.75,12533.8
2026-06-06 00:50:00,148.833,12643.3
2026-06-06 00:55:00,148.917,12709.4
2026-06-06 01:00:00,149.0,12790.900000000001
2026-06-06 01:05:00,149.083,12918.05
2026-06-06 01:10:00,149.167,12959.6
2026-06-06 01:15:00,149.25,13027.0
2026-06-06 01:20:00,149.333,13204.45
2026-06-06 01:25:00,149.417,13242.9
2026-06-06 01:30:00,149.5,13287.6
2026-06-06 01:35:00,149.583,13378.55
2026-06-06 01:40:00,149.667,13452.45
2026-06-06 01:45:00,149.75,13553.55
2026-06-06 01:50:00,149.833,13577.400000000001
2026-06-06 01:55:00,149.917,13665.5
2026-06-06 02:00:00,150.0,13727.4
2026-06-06 02:05:00,150.083,13852.4
2026-06-06 02:10:00,150.167,13913.5
2026-06-06 02:15:00,150.25,13948.6
2026-06-06 02:20:00,150.333,14011.0
2026-06-06 02:25:00,150.417,14085.3
2026-06-06 02:30:00,150.5,14150.0
2026-06-06 02:35:00,150.583,14216.0
2026-06-06 02:40:00,150.667,14277.15
2026-06-06 02:45:00,150.75,14271.75
2026-06-06 02:50:00,150.833,14334.75
2026-06-06 02:55:00,150.917,14392.400000000001
2026-06-06 03:00:00,151.0,14423.4
2026-06-06 03:05:00,151.083,14468.8
2026-06-06 03:10:00,151.167,14479.15
2026-06-06 03:15:00,151.25,14505.25
2026-06-06 03:20:00,151.333,14540.15
2026-06-06 03:25:00,151.417,14594.0
2026-06-06 03:30:00,151.5,14592.4
2026-06-06 03:35:00,151.583,14685.599999999999
2026-06-06 03:40:00,151.667,14680.150000000001
2026-06-06 03:45:00,151.75,14723.3
2026-06-06 03:50:00,151.833,14774.0
2026-06-06 03:55:00,151.917,14790.0
2026-06-06 04:00:00,152.0,14827.900000000001
2026-06-06 04:05:00,152.083,14857.0
2026-06-06 04:10:00,152.167,14899.0
2026-06-06 04:15:00,152.25,14933.95
2026-06-06 04:20:00,152.333,14950.55
2026-06-06 04:25:00,152.417,14977.0
2026-06-06 04:30:00,152.5,14989.0
2026-06-06 04:35:00,152.583,15002.3
2026-06-06 04:40:00,152.667,15032.85
2026-06-06 04:45:00,152.75,15070.95
2026-06-06 04:50:00,152.833,15083.2
2026-06-06 04:55:00,152.917,15099.3
2026-06-06 05:00:00,153.0,15103.3
2026-06-06 05:05:00,153.083,15097.0
2026-06-06 05:10:00,153.167,15117.3
2026-06-06 05:15:00,153.25,15208.8
2026-06-06 05:20:00,153.333,15188.0
2026-06-06 05:25:00,153.417,15197.7
2026-06-06 05:30:00,153.5,15237.650000000001
2026-06-06 05:35:00,153.583,15272.7
2026-06-06 05:40:00,153.667,15285.7
2026-06-06 05:45:00,153.75,15281.1
2026-06-06 05:50:00,153.833,15283.2
2026-06-06 05:55:00,153.917,15328.05
2026-06-06 06:00:00,154.0,15338.6
2026-06-06 06:05:00,154.083,15355.7
2026-06-06 06:10:00,154.167,15366.25
2026-06-06 06:15:00,154.25,15340.9
2026-06-06 06:20:00,154.333,15379.75
2026-06-06 06:25:00,154.417,15377.099999999999
2026-06-06 06:30:00,154.5,15347.3
2026-06-06 06:35:00,154.583,15387.65
2026-06-06 06:40:00,154.667,15388.1
2026-06-06 06:45:00,154.75,15408.7
2026-06-06 06:50:00,154.833,15447.4
2026-06-06 06:55:00,154.917,15455.3
2026-06-06 07:00:00,155.0,15432.6
2026-06-06 07:05:00,155.083,15410.1
2026-06-06 07:10:00,155.167,15408.5
2026-06-06 07:15:00,155.25,15401.599999999999
2026-06-06 07:20:00,155.333,15382.0
2026-06-06 07:25:00,155.417,15341.5
2026-06-06 07:30:00,155.5,15286.35
2026-06-06 07:35:00,155.583,15221.6
2026-06-06 07:40:00,155.667,15203.0
2026-06-06 07:45:00,155.75,15195.95
2026-06-06 07:50:00,155.833,15133.3
2026-06-06 07:55:00,155.917,15106.85
2026-06-06 08:00:00,156.0,15101.9
2026-06-06 08:05:00,156.083,15071.9
2026-06-06 08:10:00,156.167,15041.5
2026-06-06 08:15:00,156.25,14994.650000000001
2026-06-06 08:20:00,156.333,14959.599999999999
2026-06-06 08:25:00,156.417,14935.900000000001
2026-06-06 08:30:00,156.5,14886.25
2026-06-06 08:35:00,156.583,14839.0
2026-06-06 08:40:00,156.667,14793.099999999999
2026-06-06 08:45:00,156.75,14739.8
2026-06-06 08:50:00,156.833,14676.35
2026-06-06 08:55:00,156.917,14646.349999999999
2026-06-06 09:00:00,157.0,14572.15
2026-06-06 09:05:00,157.083,14541.7
2026-06-06 09:10:00,157.167,14486.599999999999
2026-06-06 09:15:00,157.25,14409.0
2026-06-06 09:20:00,157.333,14410.5
2026-06-06 09:25:00,157.417,14399.0
2026-06-06 09:30:00,157.5,14389.4
2026-06-06 09:35:00,157.583,14366.8
2026-06-06 09:40:00,157.667,14370.3
2026-06-06 09:45:00,157.75,14352.6
2026-06-06 09:50:00,157.833,14345.8
2026-06-06 09:55:00,157.917,14323.55
2026-06-06 10:00:00,158.0,14343.4
2026-06-06 10:05:00,158.083,14349.1
2026-06-06 10:10:00,158.167,14344.849999999999
2026-06-06 10:15:00,158.25,14340.1
2026-06-06 10:20:00,158.333,14356.9
2026-06-06 10:25:00,158.417,14359.85
2026-06-06 10:30:00,158.5,14395.7
2026-06-06 10:35:00,158.583,14411.2
2026-06-06 10:40:00,158.667,14428.7
2026-06-06 10:45:00,158.75,14478.2
2026-06-06 10:50:00,158.833,14538.8
2026-06-06 10:55:00,158.917,14566.35
2026-06-06 11:00:00,159.0,14609.3
2026-06-06 11:05:00,159.083,14711.3
2026-06-06 11:10:00,159.167,14728.099999999999
2026-06-06 11:15:00,159.25,14762.95
2026-06-06 11:20:00,159.333,14834.7
2026-06-06 11:25:00,159.417,14919.8
2026-06-06 11:30:00,159.5,14943.8
2026-06-06 11:35:00,159.583,14981.8
2026-06-06 11:40:00,159.667,15031.0
2026-06-06 11:45:00,159.75,15099.55
2026-06-06 11:50:00,159.833,15140.45
2026-06-06 11:55:00,159.917,15183.1
2026-06-06 12:00:00,160.0,15287.5
2026-06-06 12:05:00,160.083,15341.25
2026-06-06 12:10:00,160.167,15383.1
2026-06-06 12:15:00,160.25,15431.3
2026-06-06 12:20:00,160.333,15497.75
2026-06-06 12:25:00,160.417,15607.7
2026-06-06 12:30:00,160.5,15678.0
2026-06-06 12:35:00,160.583,15726.5
2026-06-06 12:40:00,160.667,15759.7
2026-06-06 12:45:00,160.75,15844.7
2026-06-06 12:50:00,160.833,15910.8
2026-06-06 12:55:00,160.917,15914.95
2026-06-06 13:00:00,161.0,15960.75
2026-06-06 13:05:00,161.083,16041.9
2026-06-06 13:10:00,161.167,16094.9
2026-06-06 13:15:00,161.25,16152.4
2026-06-06 13:20:00,161.333,16172.05
2026-06-06 13:25:00,161.417,16281.95
2026-06-06 14:20:00,162.333,17883.449999999997
2026-06-06 14:25:00,162.417,16764.0
2026-06-06 14:30:00,162.5,16788.5
2026-06-06 14:35:00,162.583,16831.3
2026-06-06 14:40:00,162.667,16897.4
2026-06-06 14:45:00,162.75,16951.8
2026-06-06 14:50:00,162.833,17032.95
2026-06-06 14:55:00,162.917,17103.2
2026-06-06 15:00:00,163.0,17171.0
2026-06-06 15:05:00,163.083,17286.5
2026-06-06 15:10:00,163.167,17330.95
2026-06-06 15:15:00,163.25,17416.1
2026-06-06 15:20:00,163.333,17414.4
2026-06-06 15:25:00,163.417,17499.25
2026-06-06 15:30:00,163.5,17544.3
2026-06-06 15:35:00,163.583,17635.8
2026-06-06 15:40:00,163.667,17670.95
2026-06-06 15:45:00,163.75,17701.7
2026-06-06 15:50:00,163.833,17792.1
2026-06-06 15:55:00,163.917,17804.3
2026-06-06 16:00:00,164.0,17883.9
2026-06-06 16:05:00,164.083,17971.5
2026-06-06 16:10:00,164.167,18004.5
2026-06-06 16:15:00,164.25,18062.75
2026-06-06 16:20:00,164.333,18095.449999999997
2026-06-06 16:25:00,164.417,18158.4
2026-06-06 16:30:00,164.5,18296.55
2026-06-06 16:35:00,164.583,18307.5
2026-06-06 16:40:00,164.667,18385.75
2026-06-06 16:45:00,164.75,18435.9
2026-06-06 16:50:00,164.833,18469.7
2026-06-06 16:55:00,164.917,18568.5
2026-06-06 17:00:00,165.0,18616.1
2026-06-06 17:05:00,165.083,18721.5
2026-06-06 17:10:00,165.167,18772.4
2026-06-06 17:15:00,165.25,18800.6
2026-06-06 17:20:00,165.333,18826.6
2026-06-06 17:25:00,165.417,18859.15
2026-06-06 17:30:00,165.5,18873.65
2026-06-06 17:35:00,165.583,18896.1
2026-06-06 17:40:00,165.667,18933.15
2026-06-06 17:45:00,165.75,18958.550000000003
2026-06-06 17:50:00,165.833,19018.45
2026-06-06 17:55:00,165.917,19068.25
2026-06-06 18:00:00,166.0,19111.8
2026-06-06 18:05:00,166.083,19124.1
2026-06-06 18:10:00,166.167,19150.4
2026-06-06 18:15:00,166.25,19218.1
2026-06-06 18:20:00,166.333,19267.8
2026-06-06 18:25:00,166.417,19316.4
2026-06-06 18:30:00,166.5,19341.1
2026-06-06 18:35:00,166.583,19410.6
2026-06-06 18:40:00,166.667,19424.5
2026-06-06 18:45:00,166.75,19474.4
2026-06-06 18:50:00,166.833,19507.0
2026-06-06 18:55:00,166.917,19584.0
2026-06-06 19:00:00,167.0,19652.7
2026-06-06 19:05:00,167.083,19675.7
2026-06-06 19:10:00,167.167,19693.3
2026-06-06 19:15:00,167.25,19739.0
2026-06-06 19:20:00,167.333,19798.65
2026-06-06 19:25:00,167.417,19903.65
2026-06-06 19:30:00,167.5,19945.25
2026-06-06 19:35:00,167.583,19985.3
2026-06-06 19:40:00,167.667,20051.0
2026-06-06 19:45:00,167.75,20112.0
2026-06-06 19:50:00,167.833,20162.4
2026-06-06 19:55:00,167.917,20210.35
2026-06-06 20:00:00,168.0,20277.0
